ISIN,Fund Name,SFDR,Sustainabilty Theme,Fund Provider,Fund Launch - start,Fund Currency,Funds Description,Funds Domicile,Benchmark ,Geography,AuM 2022 - amount USD mios,Perf 1Y USD,Impact Investing,Negative Screening,Positive Screening,Responsible Investments,SRI,ESG Rating,UNCTAD Sensitive sectors,Weapon ,Cluster bombs / Nuclear Weapons (NPT) ,Tobacco ,Gambling ,Pornography ,GMO ,Nuclear ,Alcohol ,Fossil fuels ,Coal ,Clean tech ,Net climate impact,UNCTAD SDG Alignment,Water and sanitation,Transport infrastructure,Telecommunications infrastructure,Power,Health,Food and agriculture,Education,Eco-systems/biodiversity,Climate change mitigation,Climate change adaptation,Portfolio weighted Co2 (Kt Co2 total) ,Portfolio weighted Co2 Intensity (tCO2/mio Revenues $),SBTi,No Info,SBTI - Committed,SBTI - Targets Set 2°C,SBTI - Targets Set Well-below 2°C,SBTI - Targets Set 1.5°C
TW000T3813A0,Fidelity (Taiwan) Sust Glo Eqt Inc A-ACC-TWD,N/A,SRI,Fidelity Investments,"44,770.00",TaiwanDollar,The total amount invested in foreign securities shall not less than 60% (inclusive) of the fund's net asset value; the total amount invested in domestic and foreign listed or OTC stocks shall not be less than 60% of the fund's net asset value; the total amount of securities invested in the concept of sustainability shall not less than 70% (inclusive) of the net asset value of the fund.,Taiwan,Index is not provided by Management Company,Global,18.46,,,"ex Adult Entertainment, ex Alcohol or Drugs, ex Fossil Energy",,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.01,0.00,0.07,0.06,0.09,0.00,0.00,0.00,0.04,0.09,0.00,0.00,0.00,0.00,0.00,"2,068.78",73.10,% Targets set,0.32,0.20,0.02,0.05,0.30
US13161P8471,Calvert Global Energy Solutions Fund;A,N/A,SRI,Calvert,"39,233.00",USDollar,"The Fund seeks long-term growth of capital. The Fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets in equity securities of U.S. and non-U.S. companies whose main business is alternative energy.",USA,MSCI AC World NR USD,Global,175.79,-0.18,,,Thematic,TRUE,TRUE,9,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.07,0.02,0.56,0.50,0.18,0.02,0.00,0.00,0.10,0.00,0.02,0.00,0.01,0.12,0.00,"3,175.48",322.12,% Targets set,0.43,0.15,0.02,0.08,0.28
IE00BK70NJ20,BlackRock Global Unconstrained Equity USD D Acc,Article 8,SRI,Blackrock Asset Management,"43,851.00",USDollar,"The investment objective of the Fund is to achieve long-term capital growth by investing at least 80% of its total assets in equity securities and equity related securities of companies domiciled in, or whose main business is in, global developed markets. invest in other equity securities and equity-related securities and other asset classes.",Ireland,MSCI World TR USD,Global,606.30,-0.26,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Nuclear, ex Alcohol or Drugs, ex Fossil Energy, ex Other",,TRUE,,9,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.04,0.00,0.16,0.00,0.00,0.00,0.00,0.00,"1,097.09",26.55,% Targets set,0.34,0.12,0.00,0.00,0.51
GB0000645019,BlackRock Dvlp Mkts Sust Eq Fd UK A Inc,N/A,SRI,Blackrock Asset Management,"36,556.00",UKPence,"The Fund aims to provide a return on your investment over the medium to long term in a manner consistent with the principles of sustainable investing. The Fund invests globally at least 70% of its total assets in the equity securities of companies domiciled in, or whose main business is in, global developed markets. The Fund may also invest in emerging market companies. The Investment Manager (IM) seeks to invest in a portfolio of companies that it considers sustainable, which are identified for this purpose as being companies with strong environmental, social and governance (ESG) credentials, companies developing stronger ESG credentials.",UK,MSCI World TR GBP,Global,213.56,-0.24,,,,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.29,0.00,0.00,0.00,0.00,0.20,0.06,0.00,0.03,0.00,0.00,"1,361.65",45.94,% Targets set,0.34,0.19,0.00,0.02,0.40
LU0385154629,BGF Nutrition A2 USD,Article 9,SRI,Blackrock Asset Management,"40,218.00",USDollar,"The Fund seeks to maximise total return. The Fund invests globally at least 70% of its total assets in the equity securities (e.g. shares) of companies engaged in any activity forming part of the food and agriculture value chain, including packaging, processing, distribution, technology, food and agriculture-related services, seeds, agricultural or food-grade chemicals and food producers",Luxembourg,MSCI AC World NR USD,Global,293.98,-0.22,,,Best in Class,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.00,0.00,0.05,0.63,0.00,0.00,0.00,0.00,"2,647.85",258.58,% Targets set,0.39,0.22,0.00,0.06,0.30
LU2344725853,BGF Developed Markets Sustainable Equity A2 USD,Article 8,SRI,Blackrock Asset Management,"44,364.00",USDollar,"The Fund seeks to maximise total return by investing at least 70% of its total assets in the equity securities of companies domiciled in, or whose main business is in, global developed markets in a manner consistent with the principles of sustainable investing. The Fund adopts a holistic approach to sustainable investing and in normal market conditions the Fund will invest in a relatively concentrated portfolio of equity securities of companies with large, medium and small market capitalization.",Luxembourg,MSCI World NR USD,Global,15.51,-0.24,,,Best in Class,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.28,0.00,0.00,0.00,0.00,0.19,0.06,0.00,0.03,0.00,0.00,"1,438.84",47.49,% Targets set,0.31,0.20,0.00,0.03,0.41
JP90C0002DT1,Alliance Global Growth Opportunities DC,N/A,SRI,Alliancebernstein Lp,"37,221.00",JapaneseYen,"This fund primarily invests in the unit trust of 'AllianceBernstein Global Growth Opportunities Mother Fund' which chiefly invests in global stocks (including Japan) and actively manages them with the aim of trust asset growth. In operation, based on grassroots research, a thorough company survey will be conducted by analysts familiar with each industry. Stocks are selected based on the difference (spread) between the expected return and the cost of capital. The hedge against the foreign exchange rate is not arranged. It uses MSCI World Index TR (JPY) as a benchmark.",Japan,MSCI World TR JPY,Global,56.83,-0.27,Sustainable Development Goals (SDGs),,,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.10,0.07,0.32,0.01,0.00,0.00,0.02,0.22,0.02,0.00,0.06,0.00,0.00,"2,103.10",138.10,% Targets set,0.41,0.20,0.00,0.00,0.34
JP90C000MN00,Alliance Global Growth Opportunities (Dividend),N/A,SRI,Alliancebernstein Lp,"44,504.00",JapaneseYen,"This fund primarily invests in the unit trust of 'AllianceBernstein Global Growth Opportunities Mother Fund' which chiefly invests in global stocks (including Japan) and actively manages them with the aim of trust asset growth. In operation, based on grassroots research, a thorough company survey will be conducted by analysts familiar with each industry. Stocks are selected based on the difference (spread) between the expected return and the cost of capital. The hedge against the foreign exchange rate is not arranged.",Japan,Index is not provided by Management Company,Global,11.59,-0.26,Sustainable Development Goals (SDGs),,,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.10,0.07,0.32,0.01,0.00,0.00,0.02,0.22,0.02,0.00,0.06,0.00,0.00,"2,103.10",138.10,% Targets set,0.41,0.20,0.00,0.00,0.34
JP90C00027W3,Alliance Global Growth Opportunities (2Y),N/A,SRI,Alliancebernstein Lp,"36,007.00",JapaneseYen,"It primarily invests in the unit trust of 'AllianceBernstein Global Growth Opportunities Mother Fund' which chiefly invests in global stocks (including Japan) and actively manages them with the aim of trust asset growth. In operation, based on grassroots research, a thorough company survey will be conducted by analysts familiar with each industry. Stocks are selected based on the difference (spread) between the expected return and the cost of capital. The hedge against the foreign exchange rate is not arranged.",Japan,Index is not provided by Management Company,Global,144.46,-0.27,Sustainable Development Goals (SDGs),,,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.10,0.07,0.32,0.01,0.00,0.00,0.02,0.22,0.02,0.00,0.06,0.00,0.00,"2,103.10",138.10,% Targets set,0.41,0.20,0.00,0.00,0.34
US0187927704,AB Sustainable Global Thematic Portfolio;A,N/A,SRI,Alliancebernstein Lp,"35,075.00",USDollar,The Portfolio seeks growth of capital through investment in companies expected to benefit from advances in technology.,USA,MSCI AC World NR USD,Global,153.14,-0.27,Sustainable Development Goals (SDGs),"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Nuclear, ex Alcohol or Drugs, ex GMO, ex Fossil Energy",Thematic,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.09,0.07,0.33,0.01,0.00,0.00,0.04,0.22,0.03,0.00,0.06,0.00,0.00,"2,297.15",139.45,% Targets set,0.38,0.22,0.00,0.02,0.33
LU0058720904,AB SICAV I-International Health Care Pf A USD,Article 8,SRI,Alliancebernstein Lp,"34,885.00",USDollar,"To increase the value of your investment over time through capital growth. The Investment Manager uses fundamental and quantitative research to select securities that it believes offer superior long-term growth characteristics (bottom-up approach). Under normal market conditions, the Portfolio typically invests at least 80%, and not less than two thirds, of its assets in equity securities of companies in health care and healthcare-related industries. These companies may be located anywhere in the world, including Emerging Markets.",Luxembourg,MSCI World/Health Care NR,Global,NA,-0.10,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Alcohol or Drugs, ex Fossil Energy, ex Other",,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,256.87,19.64,% Targets set,0.48,0.27,0.00,0.00,0.25
SE0004330173,Nordea Inst Aktiefonden Stabil icke-utd,Article 8,SRI,Nordea Asset Management,"40,319.00",SwedishKrona,"The Fund invests globally in equities. It is not managed against benchmark and the distribution between regions and sectors varies. The fund invests in companies that have historically shown stable earnings and share performance compared to the market and therefore is expected, over time provide more stable returns than other global equity funds. Foreign holdings are hedged to Swedish currency.",Sweden,Index is not provided by Management Company,Global,203.24,-0.07,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Nuclear, ex Alcohol or Drugs, ex Fossil Energy",,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.37,0.00,0.00,0.04,0.00,0.29,0.04,0.00,0.00,0.00,0.00,"1,891.96",51.61,% Targets set,0.26,0.21,0.04,0.02,0.46
BE6304246224,DPAM DBI-RDT B Equities World R,Article 8,SRI,Degroof Petercam Asset Management,"43,243.00",Euro,"The objective of the fund is to offer exposure to equity securities of companies without any geographic restrictions. This is an actively managed fund, which means that the portfolio manager does not aim to replicate the performance of a benchmark. Without having a sustainable investment objective, this fund promotes environmental and social aspects within the meaning of Regulation 2019/2088 on sustainability information for the financial services sector",Belgium,Index is not available on Lipper Database,Global,68.02,-0.31,,"ex Weapons, ex Tobacco",,TRUE,TRUE,9,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.05,0.05,0.28,0.00,0.00,0.00,0.00,0.26,0.02,0.00,0.00,0.00,0.00,893.22,25.08,% Targets set,0.23,0.22,0.00,0.04,0.49
LU2194449158,BNPP Easy Low Carbon 300 World PAB Track Clsc C,Article 9,SRI,Bnp Paribas Am,"44,358.00",Euro,"The Fund seeks to replicate (with a maximum tracking error of 1%) the performance of the Euronext Low Carbon 300 World PAB (NTR) index (the Index) by investing in the shares issued by companies included in the Benchmark Index, respecting the Index's weightings (full replication), or in a sample of shares issued by companies included in the index (optimised replication). The Index is composed of international companies selected on the basis of opportunities and risks associated with the climate transition while aiming to comply with the Paris Aligned Benchmark (PAB) targets.",Luxembourg,Index is not available on Lipper Database,Global,15.96,-0.16,,"ex Weapons, ex Tobacco, ex Fossil Energy",Best in Class,TRUE,,9,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.08,0.08,0.21,0.00,0.00,0.00,0.01,0.17,0.01,0.00,0.00,0.02,0.00,"1,037.43",60.75,% Targets set,0.28,0.16,0.02,0.07,0.46
LU2194447459,BNPP Easy ECPI Global ESG Blue Economy Track Clc C,Article 9,SRI,Bnp Paribas Am,"44,088.00",Euro,"The Fund seeks to replicate (with a maximum tracking error of 1%) the performance of the ECPI Global ESG Blue Economy (NR) Index (the Index) by investing in the shares issued by companies included in the Index, respecting the Index's weightings (full replication), or in a sample of equities included in the Index (optimised replication). The Index is composed of companies that are best placed to seize the opportunities offered by the sustainable use of ocean resources (coastal protection, eco-tourism, recycling, human capital, corporate governance, etc.), with a positive ESG rating.",Luxembourg,Index is not available on Lipper Database,Global,252.13,-0.16,,"ex Weapons, ex Tobacco, ex Fossil Energy",Thematic,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.06,0.02,0.18,0.12,0.31,0.08,0.00,0.00,0.12,0.00,0.15,0.00,0.07,0.02,0.00,"4,982.38",298.29,% Targets set,0.26,0.17,0.02,0.14,0.37
LU2366394281,Aviva Investors Social Transition Globl Eq A USD,Article 8,SRI,Aviva Investors,"44,530.00",USDollar,"To increase the value of the Shareholders investment over the long term (5 years or more), and to have a positive impact on the transition towards a more socially just and equitable society and economy, by investing in global equities of companies which are deemed to be providing solutions to tackle social inequality, or are transitioning their business models towards a more socially just and equitable society and economy.",Luxembourg,MSCI AC World TR USD,Global,25.75,-0.23,Sustainable Development Goals (SDGs),"ex Weapons, ex Tobacco",,TRUE,TRUE,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.12,0.06,0.24,0.00,0.00,0.00,0.08,0.21,0.02,0.01,0.00,0.00,0.00,"2,876.60",97.83,% Targets set,0.31,0.20,0.00,0.00,0.42
GB00BLNQ1861,Aviva Investors Climate Trans Glbl Eq Fund SC 1,Article 8,SRI,Aviva Investors,"43,990.00",UKPence,The Fund aims to grow the investment over the long term (5 years or more) by investing in shares of global companies targeting companies which will facilitate the transition to a low carbon economic model to support climate change adaptation and mitigation.,UK,Index is not available on Lipper Database,Global,NA,-0.20,,,,TRUE,TRUE,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.06,0.03,0.26,0.00,0.00,0.00,0.02,0.12,0.03,0.00,0.09,0.02,0.00,"1,827.09",99.82,% Targets set,0.27,0.25,0.01,0.06,0.34
DE0008471061,Allianz Adiverba - A - EUR,Article 8,SRI,Allianz Global Investors,"23,186.00",Euro,The fund primarily invests in global equities from the service segment particularly in banking and insurance. The investment objective is to achieve capital growth over the long term.The Fund promotes environmental or social characteristics by including environmental and social factors in the investment decision and engages specifically with high emitters in order to promote climate consciousnesss.,Germany,MSCI World/Financials TR,Global,401.25,-0.15,,,,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,174.46,5.67,% Targets set,0.71,0.19,0.00,0.00,0.09
DK0060212470,Nordea Invest Engros Globale Stab Aktier Ethical,Article 8,SRI,Nordea Asset Management,"40,003.00",DanishKrone,"The fund invests in global equities. On the basis of specified criteria, a screening is carried out for companies that, cf. this framework, are engaged in business areas that are not desired to be included in the portfolio. Adviser has established a collaboration with external partners who screen the portfolios on behalf of the adviser. The results are implemented in the portfolio management, so that companies that operate in violation of the established framework are excluded from the investment universe. The fund will primarily invest its assets in listed shares and can invest up to 10 per cent. of the assets in unlisted shares.",Denmark,Index is not provided by Management Company,Global,41.07,-0.06,,"ex Weapons, ex Fossil Energy",,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.37,0.00,0.00,0.04,0.00,0.28,0.04,0.00,0.00,0.00,0.00,"1,898.73",51.83,% Targets set,0.26,0.20,0.04,0.02,0.46
AT0000A296E8,ERSTE FUTURE INVEST EUR R01 (T),Article 8,SRI,Erste Asset Management,"43,748.00",Euro,"In order to achieve the investment objective, at least 51% of the Fund's assets are invested in shares of companies, in the form of directly acquired individual securities, thus not indirectly or directly through investment funds or derivatives. As part of investment decisions, preference is given to equities and equity funds relating to topics of the future (including health and pension, technology and innovation, the environment and clean energy, lifestyle, emerging markets).",Austria,Index is not provided by Management Company,Global,495.73,-0.30,,"ex Weapons, ex Fossil Energy",,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.11,0.11,0.18,0.00,0.00,0.00,0.02,0.15,0.02,0.00,0.01,0.01,0.00,"1,474.66",65.86,% Targets set,0.29,0.19,0.00,0.03,0.35
